02,12,1728545775416,1728548916873
02,79215553555,1728548266102,1728552190413
02,12,1728552775092,1728554067293
01,12,1728546034391,1728554665805
01,12,1728544274037,1728547791074
01,79213213555,1728546072095,1728551249473
01,12,1728554967982,1728554981904
02,79215763555,1728544790503,1728551019574
02,12,1728552777150,1728553545940
01,12,1728554013101,1728554881812
02,79212131255,1728547461490,1728554996086
01,12,1728548434147,1728552050928
02,12,1728551312337,1728554161559
01,12,1728545861715,1728547523881
01,79212133555,1728552537599,1728552694363
02,12,1728550450357,1728552813394
01,12,1728554661703,1728554799762
02,79115763555,1728554105777,1728554627300
01,79213213555,1728545043558,1728546977789
01,79213213555,1728550278395,1728553178625
01,12,1728547240050,1728548780059
02,79212131255,1728549101824,1728553925799
01,79212133555,1728547844040,1728548456116
01,79115763555,1728553084702,1728553801877
01,12,1728547516837,1728547921380
02,79215233555,1728549090239,1728552013401
02,12,1728554009834,1728554580584
02,79212133555,1728549908501,1728554098592
01,79212133555,1728547322567,1728550570663
01,12,1728553920923,1728554501641
01,12,1728553821112,1728554510528
01,79212131155,1728546377792,1728550359411
01,12,1728552907053,1728553931877
01,79215233555,1728552442643,1728553762747
02,79212131155,1728547116711,1728549127642
02,79215553555,1728546937330,1728550636805
02,12,1728552214718,1728552726114
01,79211233555,1728552726572,1728554231220
02,12,1728550703453,1728554378562
02,79211233555,1728553455442,1728553984032
01,79212131255,1728550315540,1728552372291
02,79115763555,1728551131323,1728554803708
01,12,1728545456713,1728547409518
01,79212133555,1728545949695,1728546436250
01,12,1728554894268,1728554957897
02,79215763555,1728551761393,1728554663499
02,79215763555,1728548167446,1728551658599
01,12,1728548758719,1728554185032
01,79215433555,1728550556773,1728554127305
01,12,1728545948882,1728546830139
