02,12,1733815470707,1733824970528
01,12,1733818338892,1733821523125
01,12,1733816498584,1733819963806
01,12,1733814853001,1733817833376
02,12,1733818441913,1733824679735
01,79212131255,1733822339514,1733822405273
01,79215553555,1733815122618,1733815384092
02,79215553555,1733819647077,1733824132268
01,79213213555,1733818081956,1733819689303
02,79215433555,1733823699017,1733824499011
01,12,1733825069096,1733825251111
01,79215433555,1733824817582,1733825087424
01,12,1733817928445,1733823722526
01,79215553555,1733824602802,1733825283540
02,12,1733817443381,1733823117667
02,79115763555,1733818976086,1733820848222
01,79215763555,1733815660733,1733820504471
01,79212133555,1733816773462,1733817063196
01,12,1733824876321,1733825006949
01,12,1733822339877,1733825346571
02,79215763555,1733816867022,1733817284052
02,12,1733819820026,1733820548481
01,79215233555,1733824361631,1733824943765
02,12,1733814948296,1733817584362
02,79215553555,1733815943809,1733816402759
01,79212133555,1733817905882,1733822121326
01,79215433555,1733822033301,1733824117291
01,12,1733823543683,1733823885099
01,79213213555,1733823036741,1733823752772
02,79212133555,1733822385721,1733823766204
01,12,1733815402111,1733818589481
01,12,1733823070738,1733823741496
01,79115763555,1733824485009,1733824736599
02,79215553555,1733820286907,1733823174028
02,79115763555,1733815775163,1733823184341
02,79215553555,1733816082096,1733818110542
01,79215233555,1733814844367,1733818143173
01,79215553555,1733823757297,1733825302190
02,12,1733818660202,1733819526144
01,79115763555,1733818242797,1733819848173
01,79212131155,1733819038948,1733822754433
02,12,1733825038769,1733825168001
01,79215553555,1733819702775,1733821885128
01,79215233555,1733824214218,1733825314493
02,79215553555,1733818354946,1733824571072
02,12,1733818380870,1733818428529
01,79215433555,1733819068084,1733821230330
02,12,1733817299185,1733817839723
01,79212131155,1733824716288,1733824922718
01,79115763555,1733815761690,1733816597220
